,timeObs,stationName,longitude,latitude,temperature,dewpoint,windDir,windSpeed,seaLevelPress,presWeather,skyCover,skyLayerBase
43,2016-06-22 13:15:00,KD50,-103.29724884,48.9285202026,17.0,12.0,60.0,6.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[2700.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
44,2016-06-22 13:15:00,KFLY,-104.569892883,38.9457473755,22.0,8.0,40.0,14.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
45,2016-06-22 13:15:00,KPTS,-94.7310028076,37.4490013123,37.0,22.0,220.0,14.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
46,2016-06-22 13:15:00,CYQZ,-122.519996643,53.0400009155,15.0,10.0,0.0,0.0,1018.20001221,"['', '', '', '', '']","['BKN', 'BKN', 'OVC', '', '', '']","[2400.0, 2900.0, 5500.0, -9999.0, -9999.0, -9999.0]"
47,2016-06-22 13:15:00,KSMS,-80.361000061,33.9949989319,34.0,22.0,230.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
48,2016-06-22 13:15:00,KSOW,-110.005996704,34.2649993896,31.0,2.0,250.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
49,2016-06-22 13:15:00,KSYN,-93.0159988403,44.4760017395,25.0,19.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[2500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
50,2016-06-22 13:15:00,KEAR,-99.0,40.7299995422,29.0,19.0,340.0,14.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[3100.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
51,2016-06-22 13:15:00,KGNT,-107.902061462,35.1672782898,29.0,5.0,260.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
52,2016-06-22 13:15:00,KMKN,-98.5999984741,31.9169998169,34.0,21.0,180.0,7.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
53,2016-06-22 13:15:00,KPSN,-95.7060012817,31.7800006866,32.0,23.0,150.0,5.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[3600.0, 4500.0, -9999.0, -9999.0, -9999.0, -9999.0]"
54,2016-06-22 13:15:00,KCLI,-88.7300033569,44.6100006104,25.0,12.0,100.0,10.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4400.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
55,2016-06-22 13:15:00,KVTI,-92.0260009766,42.21900177,29.0,22.0,190.0,12.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[2900.0, 3400.0, -9999.0, -9999.0, -9999.0, -9999.0]"
152,2016-06-22 13:15:00,KMVN,-88.8700027466,38.3300018311,36.0,21.0,200.0,15.0,-9999.0,"['', '', '', '', '']","['FEW', 'SCT', '', '', '', '']","[5500.0, 7000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
154,2016-06-22 13:15:00,KOCH,-94.6999969482,31.5699996948,32.0,23.0,210.0,8.0,-9999.0,"['', '', '', '', '']","['FEW', 'SCT', '', '', '', '']","[3800.0, 6000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
306,2016-06-22 13:15:00,KAQO,-98.6620025635,30.7840003967,34.0,21.0,140.0,8.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[4900.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
259,2016-06-22 13:15:00,KAXX,-105.290000916,36.422000885,27.0,1.0,20.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
252,2016-06-22 13:15:00,KCBF,-95.7699966431,41.2700004578,31.0,21.0,-9999.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
253,2016-06-22 13:15:00,KCBG,-93.2699966431,45.5699996948,29.0,16.0,60.0,3.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
254,2016-06-22 13:15:00,PAAD,-176.649993896,51.8800010681,2.0,-1.0,20.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', 'OVC', '', '', '', '']","[1600.0, 4500.0, -9999.0, -9999.0, -9999.0, -9999.0]"
255,2016-06-22 13:15:00,KWRI,-74.5999984741,40.0200004578,31.0,10.0,330.0,13.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[8000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
256,2016-06-22 13:15:00,KAUH,-98.0,40.8800010681,31.0,20.0,350.0,14.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
257,2016-06-22 13:15:00,KAXA,-94.2699966431,43.0800018311,29.0,22.0,-9999.0,3.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[2700.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
258,2016-06-22 13:15:00,KAXH,-95.4768981934,29.5060997009,31.0,23.0,160.0,6.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[9000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
260,2016-06-22 13:15:00,KAZE,-82.6470031738,31.8850002289,33.0,17.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[7000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
231,2016-06-22 13:15:00,KAEJ,-106.120689392,38.8141593933,28.0,-2.0,120.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[12000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
261,2016-06-22 13:15:00,KBHC,-82.3899993896,31.7099990845,33.0,20.0,230.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[7000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
262,2016-06-22 13:15:00,KBIE,-96.75,40.2999992371,33.0,21.0,270.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
263,2016-06-22 13:15:00,KBKS,-98.1210021973,27.2070007324,35.0,20.0,120.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
264,2016-06-22 13:15:00,KBMT,-94.2151031494,30.0701999664,34.0,21.0,150.0,5.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
265,2016-06-22 13:15:00,KBNW,-93.8499984741,42.0499992371,30.0,23.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
266,2016-06-22 13:15:00,KBPC,-101.029998779,35.888999939,36.0,13.0,190.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
267,2016-06-22 13:15:00,KBPG,-101.522003174,32.2130012512,32.0,15.0,160.0,14.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
251,2016-06-22 13:15:00,KGEV,-81.4199981689,36.4300003052,25.0,17.0,320.0,6.0,-9999.0,"['', '', '', '', '']","['BKN', 'BKN', 'OVC', '', '', '']","[3300.0, 3900.0, 4600.0, -9999.0, -9999.0, -9999.0]"
250,2016-06-22 13:15:00,KGDV,-104.800003052,47.1399993896,23.0,9.0,300.0,11.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
249,2016-06-22 13:15:00,KGBD,-98.8600006104,38.3400001526,36.0,16.0,340.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
248,2016-06-22 13:15:00,KGAI,-77.1660003662,39.1679992676,24.0,13.0,320.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
233,2016-06-22 13:15:00,KAIZ,-92.5500030518,38.1100006104,34.0,22.0,230.0,13.0,1029.90002441,"['', '', '', '', '']","['SCT', 'BKN', '', '', '', '']","[6000.0, 7000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
234,2016-06-22 13:15:00,KARG,-90.9199981689,36.1399993896,35.0,22.0,210.0,15.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
235,2016-06-22 13:15:00,KAWO,-122.169998169,48.1699981689,19.0,10.0,360.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
236,2016-06-22 13:15:00,KBDN,-121.199996948,44.0950012207,24.0,2.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
237,2016-06-22 13:15:00,KBKN,-97.3499984741,36.7449989319,39.0,16.0,210.0,16.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
238,2016-06-22 13:15:00,KBLM,-74.1299972534,40.1800003052,31.0,11.0,290.0,12.0,1029.80004883,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
239,2016-06-22 13:15:00,KBTP,-79.9499969482,40.7900009155,26.0,12.0,250.0,13.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[6000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
240,2016-06-22 13:15:00,KBVU,-114.861099243,35.947479248,40.0,3.0,160.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
241,2016-06-22 13:15:00,KBVX,-91.6500015259,35.7299995422,35.0,23.0,240.0,10.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
242,2016-06-22 13:15:00,KFKL,-79.8700027466,41.3899993896,24.0,13.0,260.0,10.0,-9999.0,"['', '', '', '', '']","['FEW', 'SCT', 'BKN', '', '', '']","[4700.0, 6000.0, 8500.0, -9999.0, -9999.0, -9999.0]"
243,2016-06-22 13:15:00,KFLP,-92.5899963379,36.2900009155,33.0,22.0,200.0,9.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', 'BKN', '', '', '']","[4800.0, 6000.0, 7000.0, -9999.0, -9999.0, -9999.0]"
244,2016-06-22 13:15:00,KFNL,-105.011299133,40.4518318176,-9999.0,-9999.0,140.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
245,2016-06-22 13:15:00,KFOD,-94.1800003052,42.5499992371,30.0,21.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[3400.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
246,2016-06-22 13:15:00,KFRM,-94.4199981689,43.6599998474,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
247,2016-06-22 13:15:00,KGAF,-97.3709411621,48.4047203064,14.0,13.0,30.0,14.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
268,2016-06-22 13:15:00,KBQK,-81.4664001465,31.2588996887,33.0,20.0,200.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[6000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
269,2016-06-22 13:15:00,KBUU,-88.3050003052,42.6910018921,24.0,17.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[2300.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
270,2016-06-22 13:15:00,KBVN,-98.0599975586,41.7299995422,28.0,21.0,330.0,17.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
289,2016-06-22 13:15:00,K3LF,-89.6750030518,39.1629981995,33.0,21.0,180.0,17.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
291,2016-06-22 13:15:00,K1A6,-83.7369995117,36.611000061,27.0,22.0,70.0,3.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'BKN', '', '', '']","[3700.0, 4300.0, 5000.0, -9999.0, -9999.0, -9999.0]"
292,2016-06-22 13:15:00,K1H2,-88.5299987793,39.0699996948,32.0,23.0,140.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
293,2016-06-22 13:15:00,K36U,-111.430000305,40.4799995422,29.0,2.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
294,2016-06-22 13:15:00,K3J7,-83.138999939,33.5979995728,35.0,20.0,210.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
295,2016-06-22 13:15:00,K5C1,-98.6949996948,29.7240009308,31.0,19.0,180.0,9.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4800.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
296,2016-06-22 13:15:00,K6A2,-84.2750015259,33.2270011902,34.0,20.0,260.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
297,2016-06-22 13:15:00,K6R3,-95.0080032349,30.3560009003,33.0,25.0,190.0,6.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[7500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
298,2016-06-22 13:15:00,KAAA,-89.3300018311,40.1599998474,29.0,24.0,160.0,9.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[7000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
299,2016-06-22 13:15:00,KADH,-96.6709976196,34.8040008545,34.0,21.0,240.0,10.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
300,2016-06-22 13:15:00,KADU,-94.9199981689,41.7000007629,32.0,22.0,300.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
301,2016-06-22 13:15:00,KAFK,-95.8700027466,40.5999984741,34.0,18.0,270.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
302,2016-06-22 13:15:00,KAHQ,-96.5945587158,41.2406082153,31.0,21.0,360.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
303,2016-06-22 13:15:00,KAIO,-95.0500030518,41.4000015259,31.0,21.0,-9999.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
304,2016-06-22 13:15:00,KALX,-85.9629974365,32.9150009155,31.0,21.0,270.0,3.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[6000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
305,2016-06-22 13:15:00,KANW,-99.9899978638,42.5900001526,28.0,9.0,340.0,16.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
290,2016-06-22 13:15:00,K4A6,-86.0059280396,34.688709259,33.0,20.0,250.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
288,2016-06-22 13:15:00,K3K3,-101.746002197,37.922000885,33.0,16.0,40.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
271,2016-06-22 13:15:00,KBVS,-122.42099762,48.4710006714,19.0,10.0,190.0,5.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
287,2016-06-22 13:15:00,K2C8,-97.6319732666,48.7836990356,15.0,13.0,40.0,10.0,-9999.0,"['', '', '', '', '']","['FEW', 'SCT', 'BKN', '', '', '']","[100.0, 4000.0, 5000.0, -9999.0, -9999.0, -9999.0]"
272,2016-06-22 13:15:00,KCAV,-93.7699966431,42.75,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
273,2016-06-22 13:15:00,KCHK,-97.9700012207,35.0999984741,35.0,20.0,210.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
274,2016-06-22 13:15:00,KCIN,-94.7799987793,42.0499992371,31.0,20.0,-9999.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
275,2016-06-22 13:15:00,KCJR,-77.8600006104,38.5299987793,27.0,19.0,210.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
276,2016-06-22 13:15:00,KCNC,-93.3700027466,41.0299987793,32.0,22.0,230.0,10.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[4900.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
277,2016-06-22 13:15:00,KCOM,-99.4039993286,31.8409996033,34.0,17.0,180.0,15.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
278,2016-06-22 13:15:00,KCPT,-97.4339981079,32.3540000916,34.0,22.0,170.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
279,2016-06-22 13:15:00,KCQF,-87.8769989014,30.4610004425,30.0,18.0,190.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[6000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
280,2016-06-22 13:15:00,KCSQ,-94.3700027466,41.0200004578,31.0,22.0,240.0,8.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
281,2016-06-22 13:15:00,KCUH,-96.7730026245,35.9500007629,35.0,20.0,210.0,14.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
282,2016-06-22 13:15:00,KVJI,-82.0299987793,36.6800003052,22.0,20.0,50.0,6.0,-9999.0,"['+TSRA', '', '', '', '']","['SCT', 'BKN', 'OVC', '', '', '']","[1400.0, 3100.0, 4900.0, -9999.0, -9999.0, -9999.0]"
283,2016-06-22 13:15:00,K0A9,-82.172996521,36.3709983826,29.0,21.0,-9999.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
284,2016-06-22 13:15:00,K0VG,-83.2178268433,36.6540794373,28.0,22.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[4800.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
285,2016-06-22 13:15:00,K11R,-96.3740005493,30.2189998627,34.0,23.0,140.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[4100.0, 4900.0, -9999.0, -9999.0, -9999.0, -9999.0]"
286,2016-06-22 13:15:00,K1R7,-90.4093170166,31.6058483124,-9999.0,-9999.0,280.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
232,2016-06-22 13:15:00,KAFJ,-80.2900009155,40.1399993896,26.0,12.0,250.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
230,2016-06-22 13:15:00,K7BM,-106.218002319,38.7989997864,24.0,0.0,140.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[9500.0, 12000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
155,2016-06-22 13:15:00,KOKK,-86.0699996948,40.5400009155,23.0,18.0,220.0,16.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[1100.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
182,2016-06-22 13:15:00,KOXI,-86.6650009155,41.3300018311,23.0,15.0,240.0,4.0,-9999.0,"['', '', '', '', '']","['BKN', 'OVC', '', '', '', '']","[1800.0, 2400.0, -9999.0, -9999.0, -9999.0, -9999.0]"
175,2016-06-22 13:15:00,KMMH,-118.838752747,37.6240005493,28.0,-5.0,260.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
176,2016-06-22 13:15:00,KMNZ,-98.1490020752,31.6660003662,35.0,18.0,170.0,13.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
177,2016-06-22 13:15:00,KMQB,-90.6500015259,40.5200004578,28.0,22.0,150.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
178,2016-06-22 13:15:00,KOKV,-78.1500015259,39.1500015259,28.0,13.0,320.0,11.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[11000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
179,2016-06-22 13:15:00,KONP,-124.050003052,44.5800018311,16.0,11.0,330.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
180,2016-06-22 13:15:00,KOUN,-97.4720001221,35.2459983826,33.0,21.0,200.0,16.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
181,2016-06-22 13:15:00,KOWA,-93.25,44.1199989319,26.0,19.0,110.0,3.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[2300.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
183,2016-06-22 13:15:00,KPBH,-90.4020004272,45.7089996338,24.0,12.0,170.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', 'BKN', '', '', '']","[5500.0, 6500.0, 11000.0, -9999.0, -9999.0, -9999.0]"
229,2016-06-22 13:15:00,K4M9,-90.6480026245,36.4039993286,35.0,24.0,220.0,13.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
184,2016-06-22 13:15:00,KPCM,-82.1640014648,28.0,33.0,21.0,60.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[7500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
185,2016-06-22 13:15:00,KPEZ,-98.5199966431,28.954000473,34.0,18.0,150.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[6000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
186,2016-06-22 13:15:00,KPVB,-90.4440002441,42.688999176,24.0,21.0,120.0,7.0,-9999.0,"['', '', '', '', '']","['BKN', 'BKN', '', '', '', '']","[1400.0, 2000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
187,2016-06-22 13:15:00,KPVJ,-97.2229995728,34.7109985352,34.0,22.0,190.0,12.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[4700.0, 6000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
188,2016-06-22 13:15:00,KRCX,-91.0,45.4970016479,26.0,12.0,190.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
189,2016-06-22 13:15:00,KRGK,-92.4899978638,44.5900001526,26.0,18.0,130.0,6.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[3700.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
190,2016-06-22 13:15:00,KRKR,-94.6210021973,35.0219993591,35.0,21.0,210.0,10.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[5500.0, 10000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
174,2016-06-22 13:15:00,KMDQ,-86.5599975586,34.8600006104,33.0,15.0,260.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
173,2016-06-22 13:15:00,KLNC,-96.71900177,32.5789985657,34.0,22.0,160.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
